,Order No,Order Date,Customer Name,Address,City,Customer Type,Order Priority,Product Name,Product Category,Cost Price,Retail Price,Profit Margin,Order Quantity,Sub Total,DiscountPercent,DiscountMoney,Order Total,Shipping Cost,Total
511,5806-1,2/24/2015,Sylvia Foulston,101 Murray Street,Perth,Corporate,Medium,Assorted Color Push Pins,Office Supplies,0.87,1.81,0.94,41,74.21,3,2.23,71.98,0.75,72.73
512,5807-1,2/24/2015,Ann Blume,"33 Wellington Street, Perth",Melbourne,Small Business,Critical,Artisan 487 Labels,Office Supplies,2.29,3.69,1.4,12,44.28,2,0.89,43.39,0.5,43.89
513,5809-1,2/27/2015,Roy French,"78 Stanley St,Darlinghurst",Sydney,Consumer,High,Artisan 474 Labels,Office Supplies,1.84,2.88,1.04,9,25.92,0,0.0,25.92,0.99,26.91
514,5811-1,3/1/2015,Anne McFarland,"101 Murray Street, Perth",Sydney,Consumer,Low,TechSavi Access Keyboard,Technology,10.07,15.98,5.91,26,415.48,1,4.15,411.33,4.0,415.33
515,5813-1,3/2/2015,Sarah Bern,"1-2/299 Sussex St,Sydney",Sydney,Corporate,Medium,Artisan Hole Reinforcements,Office Supplies,3.99,6.23,2.24,4,24.92,10,2.49,22.43,6.97,29.4
516,5814-1,3/2/2015,Thomas Thornton,"222 Barkly St,St Kilda",Melbourne,Consumer,Critical,"Steady Colorific Colored Pencils, 12/Box",Office Supplies,1.3,2.88,1.58,43,123.84,10,12.38,111.46,1.01,112.47
517,5815-1,3/3/2015,Nicole Brennan,"310 Wattle St,Ultimo",Sydney,Home Office,High,Lumi Crayons,Office Supplies,5.22,9.85,4.63,41,403.85,5,20.19,383.66,4.82,388.48
518,5816-1,3/4/2015,Tracy Poddar,"834 Bourke St,Waterloo",Sydney,Corporate,High,Artisan Hi-Liter Pen Style Six-Color Fluorescent Set,Office Supplies,2.16,3.85,1.69,4,15.4,9,1.39,14.01,0.7,14.71
519,5818-1,3/6/2015,Trudy Brown,"180 High Street,Windsor",Melbourne,Small Business,High,Artisan Printable Repositionable Plastic Tabs,Office Supplies,5.33,8.6,3.27,2,17.2,5,0.86,16.34,6.19,22.53
520,5819-1,3/11/2015,Anthony Garverick,"10 Lake Street, Perth",Sydney,Small Business,High,Steady Major Accent Highlighters,Office Supplies,3.75,7.08,3.33,12,84.96,10,8.5,76.46,2.35,78.81
521,5821-1,3/12/2015,Susan Pistek,"2a/285A Crown St,Surry Hills",Sydney,Home Office,Critical,Artisan 481 Labels,Office Supplies,1.94,3.08,1.14,4,12.32,3,0.37,11.95,0.99,12.94
522,5822-1,3/15/2015,Carlos Soltero,"1/41B Elizabeth Bay Rd,Elizabeth Bay",Sydney,Consumer,High,Self-Adhesive Ring Binder Labels,Office Supplies,2.18,3.52,1.34,49,172.48,8,13.8,158.68,6.83,165.51
523,5824-1,3/16/2015,Keith Dawkins,"402 Argyle St,Moss Vale",Sydney,Home Office,Not Specified,Emerson Stylus 1520 Color Inkjet Printer,Technology,315.61,500.97,185.36,3,1502.91,6,90.17,1412.74,69.3,1482.04
524,5826-1,3/16/2015,Harold Pawlan,"180 High Street,Windsor",Melbourne,Small Business,High,"Multi-Use Personal File Cart and Caster Set, Three Stacking Bins",Office Supplies,14.95,34.76,19.81,43,1494.68,0,0.0,1494.68,8.22,1502.9
525,5829-1,3/17/2015,Jonathan Howell,"180 High Street,Windsor",Melbourne,Consumer,Medium,Xit Blank Computer Paper,Office Supplies,12.39,19.98,7.59,32,639.36,5,31.97,607.39,5.77,613.16
526,5831-1,3/18/2015,Erin Creighton,"523 King St,Newtown",Sydney,Corporate,Critical,Apex Design Stainless Steel Bent Scissors,Office Supplies,2.87,6.84,3.97,35,239.4,2,4.79,234.61,4.42,239.03
527,5832-1,3/20/2015,Sibella Parks,"180 High Street,Windsor",Melbourne,Small Business,Critical,Alto Keyboard-In-A-Box,Technology,6.4,29.1,22.7,50,1455.0,9,130.95,1324.05,4.0,1328.05
528,5833-1,3/21/2015,Thais Sissman,8 Orange Street,Perth,Small Business,Low,Aluminum Document Frame,Furniture,5.5,12.22,6.72,5,61.1,4,2.44,58.66,2.85,61.51
529,5834-1,3/21/2015,Tony Sayre,"499-501 Lygon Street,Carlton North",Melbourne,Small Business,Critical,Steady Major Accent Highlighters,Office Supplies,3.75,7.08,3.33,31,219.48,1,2.19,217.29,2.35,219.64
530,5835-1,3/22/2015,Tom Ashbrook,"Westfield Sydney,Sydney",Sydney,Home Office,High,"Alto Parchment Paper, Assorted Colors",Office Supplies,4.59,7.28,2.69,40,291.2,4,11.65,279.55,11.15,290.7
531,5837-1,3/24/2015,Astrea Jones,"3/265 Stirling Street, Perth",Sydney,Corporate,Medium,Artisan Durable Poly Binders,Office Supplies,3.37,5.53,2.16,23,127.19,10,12.72,114.47,6.98,121.45
532,5838-1,3/24/2015,Brad Norvell,"120 Hardware St,Melbourne",Melbourne,Corporate,Critical,Smiths Standard Envelopes,Office Supplies,3.52,5.68,2.16,8,45.44,2,0.91,44.53,1.39,45.92
533,5840-1,3/25/2015,Ed Braxton,"499-501 Lygon Street,Carlton North",Melbourne,Home Office,Not Specified,1726 Digital Answering Machine,Technology,8.82,20.99,12.17,45,944.55,3,28.34,916.21,4.81,921.02
534,5841-1,3/25/2015,Erin Creighton,"523 King St,Newtown",Sydney,Corporate,Not Specified,Pizazz Drawing Pencil Set,Office Supplies,1.53,2.78,1.25,34,94.52,0,0.0,94.52,1.34,95.86
535,5842-1,3/30/2015,Mike Kennedy,"99 Lygon Street,East Brunswick",Melbourne,Small Business,Medium,UGen Ultra Cordless Optical Suite,Technology,54.52,100.97,46.45,13,1312.61,6,78.76,1233.85,7.18,1241.03
536,5843-1,4/4/2015,Valerie Mitchum,8/2 Edward Street,Perth,Home Office,Medium,Cando S750 Color Inkjet Printer,Technology,75.0,120.97,45.97,38,4596.86,9,413.72,4183.14,26.3,4209.44
537,5845-1,4/4/2015,Michael Paige,"506 Swan Street,Richmond",Melbourne,Small Business,High,Unpadded Memo Slips,Office Supplies,2.59,3.98,1.39,2,7.96,4,0.32,7.64,2.97,10.61
538,5847-1,4/8/2015,Carol Triggs,15 Aberdeen Street,Perth,Home Office,Critical,Artisan Durable Poly Binders,Office Supplies,3.37,5.53,2.16,9,49.77,9,4.48,45.29,6.98,52.27
539,5848-1,4/8/2015,Craig Molinari,"Shop 1 797 Botany Rd,Rosebery",Sydney,Small Business,Not Specified,"Wirebound Message Book, 4 per Page",Office Supplies,3.48,5.43,1.95,13,70.59,2,1.41,69.18,0.95,70.13
540,5850-1,4/10/2015,Bradley Nguyen,"Shop 1, 186-190 Church Street,Parramatta;46a Macleay Street,Potts Point",Sydney,Consumer,High,"Alto Six-Outlet Power Strip, 4 Cord Length",Office Supplies,3.53,8.62,5.09,50,431.0,7,30.17,400.83,4.5,405.33
541,5852-1,4/10/2015,Katrina Edelman,"Westfield Miranda, 600 Kingsway,Miranda",Sydney,Corporate,Critical,Pizazz Drawing Pencil Set,Office Supplies,1.53,2.78,1.25,19,52.82,6,3.17,49.65,1.34,50.99
542,5854-1,4/11/2015,Anthony Rawles,"10 Lake Street, Perth",Perth,Small Business,Medium,TechSavi Access Keyboard,Technology,10.07,15.98,5.91,40,639.2,1,6.39,632.81,4.0,636.81
543,5856-1,4/13/2015,Alejandro Grove,"155 Oxford Street,Darlinghurst",Sydney,Corporate,High,Artisan Hi-Liter Pen Style Six-Color Fluorescent Set,Office Supplies,2.16,3.85,1.69,42,161.7,1,1.62,160.08,0.7,160.78
544,5857-1,4/18/2015,Philip Brown,"499-501 Lygon Street,Carlton North",Melbourne,Corporate,Medium,Artisan Durable Poly Binders,Office Supplies,3.37,5.53,2.16,30,165.9,1,1.66,164.24,6.98,171.22
545,5859-1,4/18/2015,Arthur Gainer,"14/76 Newcastle Street, Perth",Melbourne,Corporate,Medium,Artisan Durable Poly Binders,Office Supplies,3.37,5.53,2.16,27,149.31,4,5.97,143.34,6.98,150.32
546,5861-1,4/18/2015,Trudy Schmidt,"333-339 Enmore Rd,Marrickville",Sydney,Small Business,Medium,Binder Posts,Office Supplies,3.5,5.74,2.24,23,132.02,6,7.92,124.1,5.01,129.11
547,5863-1,4/19/2015,Thais Sissman,8 Orange Street,Perth,Corporate,Not Specified,Beekin 105-Key Black Keyboard,Technology,6.39,19.98,13.59,6,119.88,8,9.59,110.29,4.0,114.29
548,5865-1,4/20/2015,Art Ferguson,"14 Money Street, Perth",Sydney,Corporate,High,Artisan Hi-Liter Smear-Safe Highlighters,Office Supplies,2.98,5.84,2.86,12,70.08,2,1.4,68.68,0.83,69.51
549,5867-1,4/23/2015,Deborah Brumfield,"501 George St,Sydney",Sydney,Small Business,High,HFX LaserJet 3310 Copier,Technology,377.99,599.99,222.0,50,29999.5,9,2699.96,27299.55,24.49,27324.04
550,5868-1,4/24/2015,Christopher Schild,"4A Lyons St,Strathfield",Sydney,Corporate,Low,Artisan Hi-Liter Fluorescent Desk Style Markers,Office Supplies,1.76,3.38,1.62,31,104.78,4,4.19,100.59,0.85,101.44
551,5869-1,4/25/2015,Peter McVee,"8 Rankins Lane ,Melbourne",Melbourne,Small Business,Critical,Bagged Rubber Bands,Office Supplies,0.24,1.26,1.02,35,44.1,10,4.41,39.69,0.7,40.39
552,5869-2,4/25/2015,Peter McVee,"8 Rankins Lane ,Melbourne",Melbourne,Small Business,Critical,"DrawIt Pizazz Watercolor Pencils, 10-Color Set with Brush",Office Supplies,2.39,4.26,1.87,8,34.08,10,3.41,30.67,1.2,31.87
553,5870-1,4/25/2015,Frank Carlisle,"8 Rankins Lane ,Melbourne",Melbourne,Small Business,Critical,Cando PC940 Copier,Technology,216.0,449.99,233.99,2,899.98,8,72.0,827.98,24.49,852.47
554,5871-1,4/26/2015,Thomas Boland,18 Robinson Avenue,Perth,Corporate,Critical,1726 Digital Answering Machine,Technology,8.82,20.99,12.17,19,398.81,1,3.99,394.82,4.81,399.63
555,5872-1,4/26/2015,Greg Tran,"Crown Complex,Southbank",Melbourne,Home Office,Critical,"Artisan Flip-Chart Easel Binder, Black",Office Supplies,13.88,22.38,8.5,6,134.28,0,0.0,134.28,15.1,149.38
556,5873-1,4/28/2015,Dianna Arnett,"99 Lygon Street,East Brunswick",Melbourne,Home Office,Low,Artisan Hanging File Binders,Office Supplies,3.65,5.98,2.33,50,299.0,9,26.91,272.09,1.49,273.58
557,5875-1,4/28/2015,Cindy Schnelling,"240-242 Johnston Street,Fitzroy",Melbourne,Corporate,Not Specified,Emerson Stylus 1520 Color Inkjet Printer,Technology,315.61,500.97,185.36,44,22042.68,9,1983.84,20058.84,69.3,20128.14
558,5877-1,4/29/2015,Chuck Clark,101 Murray Street,Perth,Corporate,Low,Artisan 474 Labels,Office Supplies,1.84,2.88,1.04,29,83.52,3,2.51,81.01,0.99,82.0
559,5879-1,4/30/2015,Pauline Webber,"499-501 Lygon Street,Carlton North",Melbourne,Consumer,High,Artisan Poly Binder Pockets,Office Supplies,2.26,3.58,1.32,7,25.06,9,2.26,22.8,5.47,28.27
560,5881-1,5/1/2015,Chad McGuire,"73 MacLeay St,Potts Point",Sydney,Small Business,Not Specified,Smiths File Caddy,Office Supplies,4.03,9.38,5.35,31,290.78,8,23.26,267.52,7.28,274.8
561,5882-1,5/2/2015,Denny Blanton,"105 Pitt St,Sydney",Sydney,Home Office,Critical,Apex Elite Stainless Steel Scissors,Office Supplies,3.42,8.34,4.92,21,175.14,3,5.25,169.89,2.64,172.53
562,5884-1,5/3/2015,Suzanne McNair,"Crown Complex,Southbank",Melbourne,Corporate,Critical,TechSavi Access Keyboard,Technology,10.07,15.98,5.91,26,415.48,3,12.46,403.02,4.0,407.02
563,5885-1,5/4/2015,Guy Armstrong,"6 Mary St,Newtown",Sydney,Corporate,High,"24 Capacity Maxi Data Binder Racks, Pearl",Office Supplies,84.22,210.55,126.33,18,3789.9,5,189.5,3600.41,9.99,3610.4
564,5886-1,5/6/2015,Michelle Lonsdale,"180 High Street,Windsor",Melbourne,Home Office,Low,"Artisan Flip-Chart Easel Binder, Black",Office Supplies,13.88,22.38,8.5,45,1007.1,5,50.36,956.75,15.1,971.85
565,5887-1,5/10/2015,Thomas Boland,18 Robinson Avenue,Perth,Corporate,Not Specified,UGen Ultra Cordless Optical Suite,Technology,54.52,100.97,46.45,15,1514.55,10,151.46,1363.1,7.18,1370.28
566,5888-1,5/11/2015,Bill Stewart,"18 Robinson Avenue, Perth",Sydney,Corporate,Medium,Apex Box Cutter Scissors,Office Supplies,4.19,10.23,6.04,46,470.58,5,23.53,447.05,4.68,451.73
567,5888-2,5/11/2015,Bill Stewart,"18 Robinson Avenue, Perth",Sydney,Corporate,Medium,Artisan Hanging File Binders,Office Supplies,3.65,5.98,2.33,4,23.92,7,1.67,22.25,1.49,23.74
568,5891-1,5/12/2015,Sean ODonnell,"541 Church St ,Richmond",Melbourne,Corporate,High,"Adams ""While You Were Out"" Message Pads",Office Supplies,1.88,3.14,1.26,50,157.0,0,0.0,157.0,1.14,158.14
569,5893-1,5/14/2015,Ricardo Block,"106 Ebley Street,Bondi Junction",Sydney,Corporate,Medium,Bagged Rubber Bands,Office Supplies,0.24,1.26,1.02,35,44.1,6,2.65,41.45,0.7,42.15
570,5894-1,5/14/2015,Shui Tom,"1 John Street,Waterloo",Sydney,Home Office,High,Deluxe Rollaway Locking File with Drawer,Office Supplies,178.83,415.88,237.05,11,4574.68,6,274.48,4300.2,11.37,4311.57
571,5896-1,5/15/2015,Penelope Sewall,"96 Liverpool St,Sydney",Sydney,Home Office,High,Apex Straight Scissors,Office Supplies,5.19,12.98,7.79,23,298.54,1,2.99,295.55,3.14,298.69
572,5898-1,5/17/2015,Frank Hawley,"Shop 1 797 Botany Rd,Rosebery",Sydney,Home Office,Not Specified,Xit Blank Computer Paper,Office Supplies,12.39,19.98,7.59,33,659.34,9,59.34,600.0,5.77,605.77
573,5899-1,5/18/2015,Roy Collins,6 Brookman Street,Perth,Corporate,Not Specified,TypeRight Side-Opening Peel & Seel Expanding Envelopes,Office Supplies,54.29,90.48,36.19,11,995.28,4,39.81,955.47,19.99,975.46
574,5900-1,5/18/2015,Sibella Parks,"180 High Street,Windsor",Melbourne,Small Business,Not Specified,Artisan Reinforcements for Hole-Punch Pages,Office Supplies,1.19,1.98,0.79,29,57.42,9,5.17,52.25,4.77,57.02
575,5902-1,5/18/2015,Brian DeCherney,"523 King St,Newtown",Sydney,Corporate,Low,Laser DVD-RAM discs,Technology,20.18,35.41,15.23,1,35.41,10,3.54,31.87,1.99,33.86
576,5904-1,5/19/2015,Carlos Meador,"152 Bunnerong Road,Eastgardens",Sydney,Corporate,Critical,Artisan Durable Binders,Office Supplies,1.84,2.88,1.04,16,46.08,5,2.3,43.78,1.49,45.27
577,5906-1,5/20/2015,Mike Kennedy,"99 Lygon Street,East Brunswick",Melbourne,Corporate,High,Artisan Durable Binders,Office Supplies,1.84,2.88,1.04,26,74.88,8,5.99,68.89,1.49,70.38
578,5907-1,5/20/2015,Allen Armold,"101/12 Victoria Ave, Perth",Melbourne,Home Office,Critical,Laser DVD-RAM discs,Technology,20.18,35.41,15.23,49,1735.09,2,34.7,1700.39,1.99,1702.38
579,5908-1,5/20/2015,Alan Shonely,"Macquarie Centre Cnr Herring Road & Waterloo Road,Macquarie Park",Sydney,Small Business,Critical,UGen RF Keyboard,Technology,81.59,159.99,78.4,19,3039.81,10,303.98,2735.83,5.5,2741.33
580,5909-1,5/22/2015,Thomas Boland,18 Robinson Avenue,Perth,Corporate,Critical,Smiths Bulldog Clip,Office Supplies,2.31,3.78,1.47,19,71.82,3,2.15,69.67,0.71,70.38
581,5911-1,5/24/2015,Maurice Satty,"188 Pitt Street,Sydney",Sydney,Corporate,Medium,"Steady EarthWrite Recycled Pencils, Medium Soft, #2",Office Supplies,0.9,2.1,1.2,17,35.7,9,3.21,32.49,0.7,33.19
582,5913-1,5/24/2015,Mike Gockenbach,"180 High Street,Windsor",Melbourne,Consumer,Low,Steady Major Accent Highlighters,Office Supplies,3.75,7.08,3.33,49,346.92,0,0.0,346.92,2.35,349.27
583,5914-1,5/26/2015,Patrick Ryan,"Cnr Williams Road & Lechlade Ave,South Yarra",Melbourne,Corporate,Critical,12 Colored Short Pencils,Office Supplies,1.09,2.6,1.51,8,20.8,4,0.83,19.97,2.4,22.37
584,5916-1,5/27/2015,Jack OBriant,"85-113 Dunning Ave,Rosebery",Sydney,Small Business,Not Specified,Beekin 105-Key Black Keyboard,Technology,6.39,19.98,13.59,7,139.86,9,12.59,127.27,4.0,131.27
585,5917-1,5/28/2015,Lynn Smith,"61A Bay Road,Wollstonecraft",Sydney,Corporate,Not Specified,12 Colored Short Pencils,Office Supplies,1.09,2.6,1.51,42,109.2,5,5.46,103.74,2.4,106.14
586,5919-1,5/29/2015,Cindy Schnelling,"240-242 Johnston Street,Fitzroy",Melbourne,Corporate,High,Artisan 474 Labels,Office Supplies,1.84,2.88,1.04,24,69.12,7,4.84,64.28,0.99,65.27
587,5921-1,5/31/2015,George Bell,"499-501 Lygon Street,Carlton North",Melbourne,Corporate,Not Specified,1726 Digital Answering Machine,Technology,8.82,20.99,12.17,18,377.82,0,0.0,377.82,4.81,382.63
588,5923-1,5/31/2015,Pete Armstrong,"506 Swan Street,Richmond",Melbourne,Consumer,Medium,"Laser Neon Mac Format Diskettes, 10/Pack",Technology,1.87,8.12,6.25,3,24.36,3,0.73,23.63,2.83,26.46
589,5925-1,5/31/2015,Lauren Leatherbury,"Westfield 1 Anderson St,Chatswood",Sydney,Home Office,Low,"Multi-Use Personal File Cart and Caster Set, Three Stacking Bins",Office Supplies,14.95,34.76,19.81,43,1494.68,8,119.57,1375.11,8.22,1383.33
590,5927-1,6/1/2015,Nathan Mautz,"412 Brunswick St,Fitzroy",Melbourne,Corporate,Low,Apex Box Cutter Scissors,Office Supplies,4.19,10.23,6.04,35,358.05,1,3.58,354.47,4.68,359.15
591,5928-1,6/8/2015,Michael Chen,"Shop 3/144 Waterloo Road,Greenacre",Sydney,Consumer,Critical,300 Series Non-Flip,Technology,62.4,155.99,93.59,21,3275.79,8,262.06,3013.73,8.08,3021.81
592,5930-1,6/8/2015,Jack OBriant,"85-113 Dunning Ave,Rosebery",Sydney,Home Office,Not Specified,HFX LaserJet 3310 Copier,Technology,377.99,599.99,222.0,41,24599.59,9,2213.96,22385.63,24.49,22410.12
593,5931-1,6/10/2015,Alan Schoenberger,"333-339 Enmore Rd,Marrickville",Sydney,Corporate,Critical,Multimedia Mailers,Office Supplies,99.39,162.93,63.54,36,5865.48,9,527.89,5337.59,19.99,5357.58
594,5932-1,6/10/2015,Liz MacKendrick,"224A Gertrude St,Fitzroy",Melbourne,Corporate,Low,Smiths Standard Envelopes,Office Supplies,3.52,5.68,2.16,8,45.44,5,2.27,43.17,1.39,44.56
595,5933-1,6/11/2015,Tamara Chand,"96 Liverpool St,Sydney",Sydney,Consumer,Low,Apex Office Executive Series Stainless Steel Trimmers,Office Supplies,3.51,8.57,5.06,22,188.54,10,18.85,169.69,6.14,175.83
596,5935-1,6/11/2015,Charles Crestani,"Sydney Fish Market, Bank Street, Sydney",Sydney,Consumer,High,Steady Pocket Accent Highlighters,Office Supplies,0.93,1.6,0.67,24,38.4,4,1.54,36.86,1.29,38.15
597,5937-1,6/13/2015,Rick Hansen,"Macquarie Centre Cnr Herring Road & Waterloo Road,Macquarie Park",Sydney,Corporate,Not Specified,Aluminum Document Frame,Furniture,5.5,12.22,6.72,8,97.76,10,9.78,87.98,2.85,90.83
598,5938-1,6/14/2015,Annie Cyprus,"101 Murray Street, Perth",Melbourne,Home Office,High,Steady Liquid Accent Tank-Style Highlighters,Office Supplies,1.31,2.84,1.53,23,65.32,6,3.92,61.4,0.93,62.33
599,5939-1,6/20/2015,Richard Bierner,"180 High Street,Windsor",Melbourne,Small Business,Not Specified,"Alto Parchment Paper, Assorted Colors",Office Supplies,4.59,7.28,2.69,16,116.48,7,8.15,108.33,11.15,119.48
600,5941-1,6/21/2015,Erica Bern,"10 O'Connell St,Sydney",Sydney,Corporate,Medium,Colored Envelopes,Office Supplies,2.25,3.69,1.44,42,154.98,6,9.3,145.68,2.5,148.18
601,5943-1,6/25/2015,Denise Monton,"2/797 Botany Rd,Rosebery",Sydney,Home Office,Medium,12 Colored Short Pencils,Office Supplies,1.09,2.6,1.51,26,67.6,8,5.41,62.19,2.4,64.59
602,5943-2,6/25/2015,Denise Monton,"2/797 Botany Rd,Rosebery",Sydney,Home Office,Medium,TechSavi Cordless Navigator Duo,Technology,42.11,80.98,38.87,34,2753.32,2,55.07,2698.25,7.18,2705.43
603,5944-1,6/25/2015,Beth Paige,"32/82 King Street, Perth",Sydney,Consumer,High,Smiths General Use 3-Ring Binders,Office Supplies,1.18,1.88,0.7,5,9.4,8,0.75,8.65,1.49,10.14
604,5947-1,6/27/2015,Stefania Perrino,"180 High Street,Windsor",Melbourne,Corporate,Medium,Artisan Hanging File Binders,Office Supplies,3.65,5.98,2.33,50,299.0,2,5.98,293.02,1.49,294.51
605,5949-1,6/27/2015,Arianne Irving,"14 Money Street, Perth",Melbourne,Corporate,High,Pizazz Drawing Pencil Set,Office Supplies,1.53,2.78,1.25,44,122.32,7,8.56,113.76,1.34,115.1
606,5951-1,6/27/2015,Lauren Leatherbury,"Westfield 1 Anderson St,Chatswood",Sydney,Corporate,Not Specified,Self-Adhesive Ring Binder Labels,Office Supplies,2.18,3.52,1.34,1,3.52,4,0.14,3.38,6.83,10.21
607,5952-1,6/28/2015,Brian Dahlen,"1-2/299 Sussex St,Sydney",Sydney,Small Business,Medium,Artisan Binder Labels,Office Supplies,2.45,3.89,1.44,32,124.48,10,12.45,112.03,7.01,119.04
608,5955-1,6/28/2015,Max Engle,"501 George St,Sydney",Sydney,Corporate,Not Specified,TechSavi Internet Navigator Keyboard,Technology,6.51,30.98,24.47,6,185.88,1,1.86,184.02,6.5,190.52
609,5956-1,6/29/2015,Michelle Huthwaite,"155 Oxford Street,Darlinghurst",Sydney,Home Office,Low,Artisan 474 Labels,Office Supplies,1.84,2.88,1.04,49,141.12,1,1.41,139.71,0.99,140.7
610,5960-1,7/2/2015,Karen Ferguson,"1-2/299 Sussex St,Sydney",Sydney,Home Office,Critical,PastelOcean Color Pencil Set,Office Supplies,11.11,19.84,8.73,1,19.84,5,0.99,18.85,4.1,22.95
611,5962-1,7/4/2015,Ralph Kennedy,"53-55 Liverpool Street,Sydney",Sydney,Corporate,Not Specified,3Max Polarizing Light Filter Sleeves,Furniture,11.38,18.65,7.27,44,820.6,3,24.62,795.98,3.77,799.75
612,5964-1,7/4/2015,Patrick Ryan,"Cnr Williams Road & Lechlade Ave,South Yarra",Melbourne,Corporate,High,Artisan Non-Stick Binders,Office Supplies,2.74,4.49,1.75,15,67.35,5,3.37,63.98,1.49,65.47
613,5965-1,7/5/2015,Larry Tron,"4A Lyons St,Strathfield",Sydney,Home Office,Critical,1726 Digital Answering Machine,Technology,8.82,20.99,12.17,49,1028.51,6,61.71,966.8,4.81,971.61
614,5967-1,7/9/2015,Keith Dawkins,"402 Argyle St,Moss Vale",Sydney,Home Office,Not Specified,"3Max Polarizing Task Lamp with Clamp Arm, Light Gray",Furniture,56.16,136.98,80.82,7,958.86,2,19.18,939.68,24.49,964.17
615,5968-1,7/11/2015,Matthew Grinstein,"105 Pitt St,Sydney",Sydney,Small Business,Medium,Smiths Pushpins,Office Supplies,0.94,1.88,0.94,22,41.36,7,2.9,38.46,0.79,39.25
616,5969-1,7/12/2015,Bryan Spruell,"1 John Street,Waterloo",Sydney,Home Office,Low,Brown Kraft Recycled Envelopes,Office Supplies,11.04,16.98,5.94,1,16.98,3,0.51,16.47,12.39,28.86
617,5971-1,7/14/2015,Raymond Fair,"188 Pitt Street,Sydney",Sydney,Small Business,Low,"Wirebound Message Book, 4 per Page",Office Supplies,3.48,5.43,1.95,48,260.64,5,13.03,247.61,0.95,248.56
618,5973-1,7/15/2015,Barry Gonzalez,"1/20 Pendal Lane, Perth",Sydney,Consumer,Low,Lumi Crayons,Office Supplies,5.22,9.85,4.63,21,206.85,10,20.69,186.17,4.82,190.99
619,5974-1,7/16/2015,Mike Kennedy,"99 Lygon Street,East Brunswick",Melbourne,Corporate,Low,Colored Push Pins,Office Supplies,0.92,1.81,0.89,48,86.88,2,1.74,85.14,1.56,86.7
620,5976-1,7/17/2015,Barry Blumstein,"3/265 Stirling Street, Perth",Sydney,Small Business,High,"Message Book, One Form per Page",Office Supplies,2.41,3.71,1.3,13,48.23,6,2.89,45.34,1.93,47.27
621,5977-1,7/18/2015,Cynthia Delaney,"1/160 Anzac Parade,Kensington",Sydney,Corporate,High,Apex Preferred Stainless Steel Scissors,Office Supplies,2.5,5.68,3.18,21,119.28,7,8.35,110.93,3.6,114.53
622,5978-1,7/18/2015,Susan Vittorini,"3 Carrington Road ,Box Hill",Melbourne,Corporate,High,Artisan Poly Binder Pockets,Office Supplies,2.26,3.58,1.32,43,153.94,8,12.32,141.62,5.47,147.09
623,5980-1,7/19/2015,Laura Armstrong,"240-242 Johnston Street,Fitzroy",Melbourne,Small Business,Medium,Binder Posts,Office Supplies,3.5,5.74,2.24,41,235.34,8,18.83,216.51,5.01,221.52
624,5982-1,7/20/2015,Neil French,"523 King St,Newtown",Sydney,Consumer,Critical,Apex Forged Steel Scissors with Black Enamel Handles,Office Supplies,4.1,9.31,5.21,26,242.06,6,14.52,227.54,3.98,231.52
625,5983-1,7/23/2015,Magdelene Morse,"53 Riley Street,Woolloomooloo",Sydney,Home Office,Low,Adesso Programmable 142-Key Keyboard,Technology,32.02,152.48,120.46,14,2134.72,3,64.04,2070.68,4.0,2074.68
626,5984-1,7/23/2015,Frank Atkinson,"188 Pitt Street,Sydney",Sydney,Corporate,Not Specified,Alto Memo Cubes,Office Supplies,3.32,5.18,1.86,1,5.18,0,0.0,5.18,2.04,7.22
627,5985-1,7/23/2015,Scott Cohen,"240-242 Johnston Street,Fitzroy",Melbourne,Consumer,Critical,Smiths General Use 3-Ring Binders,Office Supplies,1.18,1.88,0.7,8,15.04,5,0.75,14.29,1.49,15.78
628,5987-1,7/24/2015,Christopher Conant,"120 Hardware St,Melbourne",Melbourne,Home Office,High,Artisan Reinforcements for Hole-Punch Pages,Office Supplies,1.19,1.98,0.79,21,41.58,1,0.42,41.16,4.77,45.93
629,5988-1,7/24/2015,Fred Chung,"81 MacLeay St,Potts Point",Sydney,Corporate,High,Pizazz Colored Pencils,Office Supplies,1.76,2.94,1.18,35,102.9,9,9.26,93.64,0.81,94.45
630,5990-1,7/25/2015,Annie Thurman,"101 Murray Street, Perth",Melbourne,Home Office,High,"Adams ""While You Were Out"" Message Pads",Office Supplies,1.88,3.14,1.26,43,135.02,7,9.45,125.57,1.14,126.71
631,5990-2,7/25/2015,Annie Thurman,"101 Murray Street, Perth",Melbourne,Home Office,High,Barrel Sharpener,Office Supplies,1.46,3.57,2.11,19,67.83,8,5.43,62.4,4.17,66.57
632,5993-1,7/25/2015,Greg Tran,"Crown Complex,Southbank",Melbourne,Home Office,Critical,Self-Adhesive Removable Labels,Office Supplies,1.98,3.15,1.17,17,53.55,5,2.68,50.87,0.49,51.36
633,5994-1,7/26/2015,Jack OBriant,"85-113 Dunning Ave,Rosebery",Sydney,Consumer,Medium,"Alto Parchment Paper, Assorted Colors",Office Supplies,4.59,7.28,2.69,20,145.6,10,14.56,131.04,11.15,142.19
634,5996-1,7/26/2015,Carl Jackson,"6 Mary St,Newtown",Sydney,Corporate,High,"Angle-D Binders with Locking Rings, Label Holders",Office Supplies,4.53,7.3,2.77,12,87.6,3,2.63,84.97,7.72,92.69
